# Gene Family	SSM01_Abundance-RPKs	SSM02_Abundance-RPKs	SSM03_Abundance-RPKs	SSM04_Abundance-RPKs	SSM05_Abundance-RPKs	SSM06_Abundance-RPKs	SSM07_Abundance-RPKs	SSM08_Abundance-RPKs	SSM09_Abundance-RPKs	SSM10_Abundance-RPKs	SSM11_Abundance-RPKs	SSM12_Abundance-RPKs	SSM13_Abundance-RPKs	SSM14_Abundance-RPKs	SSM15_Abundance-RPKs	SSM16_Abundance-RPKs	SSM17_Abundance-RPKs	SSM18_Abundance-RPKs	SSM19_Abundance-RPKs	SSM20_Abundance-RPKs	SSM21_Abundance-RPKs	SSM22_Abundance-RPKs	SSM23_Abundance-RPKs	SSM24_Abundance-RPKs	SSM25_Abundance-RPKs	SSM26_Abundance-RPKs	SSM27_Abundance-RPKs	SSM28_Abundance-RPKs	SSM29_Abundance-RPKs	SSM30_Abundance-RPKs	SSM31_Abundance-RPKs	SSM32_Abundance-RPKs	SSM33_Abundance-RPKs	SSM34_Abundance-RPKs	SSM35_Abundance-RPKs	SSM36_Abundance-RPKs	SSM37_Abundance-RPKs	SSM38_Abundance-RPKs	SSM39_Abundance-RPKs	SSM40_Abundance-RPKs	SSM41_Abundance-RPKs
UNMAPPED	302725.0	236353.0	265755.0	298903.0	235796.0	359978.0	189786.0	391239.0	869952.0	225196.0	288065.0	307628.0	187909.0	210077.0	489219.0	451948.0	469109.0	335739.0	221175.0	384069.0	255490.0	346793.0	188866.0	363810.0	467351.0	365581.0	350536.0	314820.0	304293.0	330109.0	396721.0	407403.0	367398.0	416666.0	274446.0	353434.0	275531.0	265510.0	232865.0	204639.0	450424.0
UNGROUPED	668737.3887450997	725570.4649304933	706239.6655182921	662877.6427097855	737292.7363519014	608756.019844692	794416.5310456017	531779.8334309998	129051.82879500015	638574.2867349008	582040.0166628372	641794.7963657987	672438.0738479997	714626.1323929747	483519.04472480004	521032.4889216956	513367.763204097	624876.8585953795	730596.5190196973	583079.6984601071	665603.7420822891	624319.3918336951	790707.5739146044	583921.858032001	523529.7462600012	621499.0835420006	624966.6423688033	666409.7370088057	666998.3609630051	625882.9987757922	587252.1534390018	569690.680689999	611546.3068081631	558344.237607999	720510.4959332949	645420.2539346013	625229.1128552982	682173.734612195	739628.9135969995	740615.1475421923	523441.8650199994
K00001: alcohol dehydrogenase [EC:1.1.1.1]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.6421	162.50639999999999	0.0	0.0	0.0	0.0	0.0	0.0	2.913971	0.0	1.73892	0.0	0.0	0.0	0.0	0.0	0.0	1.95779	0.0	0.0	1.60741	0.0	0.0	0.0	0.0	3.79194	0.0	57.8028	0.0	0.0	0.0	0.0
K00002: alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	0.700149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.972783	0.0	0.0	0.0	0.0	0.0	0.946704	0.0	0.0	1.84719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00003: homoserine dehydrogenase [EC:1.1.1.3]	10.833038	4.06146	0.0	0.0	0.0	2.85772	1.69194	0.0	0.0	8.15903	24.59703	8.72936	20.42642	0.0	14.7195	9.110399999999998	0.0	8.083109	0.0	0.0	35.760729999999995	1.10189	0.0	22.2783	0.0	10.5139	2.87864	2.8599	0.0	9.01516	0.0	0.0	0.0	0.0	6.01986	0.0	0.0	6.59294	0.0	3.21525	0.0
K00004: (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.6534	10.8936	0.0	0.0	0.0	7.75531	5.28526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32104	0.0	5.47947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00005: glycerol dehydrogenase [EC:1.1.1.6]	3.95329	23.30095	0.0	23.149746	7.6364600000000005	4.81919	1.55412	0.0	0.0	0.0	0.0	8.968869999999999	0.0	3.0598	12.9397	12.02978	22.5182	47.8112	57.8407	24.38637	16.065289999999997	15.411719999999999	30.2957	73.38499999999999	0.0	0.0	21.8694	0.0	28.832	24.78019	32.9437	0.0	24.506652	9.415420000000001	1.83677	0.0	16.8394	31.7193	0.0	62.8956	0.0
K00008: L-iditol 2-dehydrogenase [EC:1.1.1.14]	5.99298	7.70111	0.0	0.0	5.91524	1.64456	1.27575	0.0	0.0	0.0	0.0	2.42231	0.0	0.0	10.8549	2.86042	17.4646	50.392129	63.9561	0.0	0.0	11.6444	32.9105	73.9443	0.0	0.0	28.7358	0.0	24.834	20.2717	24.7649	0.0	21.495	0.0	2.21448	0.0	0.0	34.8987	17.11353	66.3377	0.0
K00009: mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	2.40849	11.4397	17.8484	0.405544	0.702163	1.62994	0.0	0.0	0.0	0.0	0.0	0.9304790000000001	0.0	61.29063	6.41323	5.94374	0.0	3.87166	0.0	5.66143	49.8592	13.3151	1.72386	0.0	0.0	0.0	0.0	0.0	0.0	7.893485999999999	0.0	86.5806	1.19533	0.0	0.0	0.0	83.6996	0.0	28.70011	0.0	55.1584
K00010: myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	2.661247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.62112	0.0	36.0499	0.0	0.0	0.0	10.735757400000002	0.0	0.0	15.636050000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74432	0.0	2.08732	0.0
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]	5.85134	2.582557	0.0	19.84179	2.79011	1.50424	6.24446	0.0	0.0	0.0	0.0	11.80976	0.0	3.05099	10.423480000000001	9.87369	1.77408	4.286029	0.0	9.59789	1.82858	31.4742	0.0	0.0	0.0	0.0	2.83077	0.0	2.93971	27.228960999999998	0.0	0.0	0.77549	0.0	0.0	0.0	0.0	19.99558	0.0	16.24402	0.0
K00013: histidinol dehydrogenase [EC:1.1.1.23]	20.369661999999998	16.494809999999998	41.4241	27.843199999999996	5.7141139999999995	33.36992	8.66069	0.0	0.0	45.20279	47.73526	70.14856	6.78592	16.44595	12.24614	8.596219999999999	0.0	9.692315	11.4261	29.03651	37.11114	11.64875	0.0	13.596630000000001	17.3051	0.0	2.2625	0.0	2.46389	30.752411	2.36734	0.0	9.19778	2.2333	0.0	0.0	0.0	44.02586	6.71772	21.717853000000005	0.0
K00014: shikimate dehydrogenase [EC:1.1.1.25]	36.432739999999995	10.79865	0.0	29.709149	1.800619	31.9663	57.524280000000005	143.3447	0.0	140.73662000000002	134.8098	40.42975	219.997	2.48421	16.3334	19.08887	2.9626	8.435773	0.0	33.65465	26.49033	104.33071	0.0	13.38712	0.0	0.0	24.50222	0.0	27.6057	37.69306	0.0	0.0	8.065956	3.95413	0.0	0.0	23.1088	38.74091	15.4221	21.91307	0.0
K00015: glyoxylate reductase [EC:1.1.1.26]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.400668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00016: L-lactate dehydrogenase [EC:1.1.1.27]	18.469669	14.524228	59.869060000000005	36.344852	0.0	41.073768	0.0	209.0073	0.0	3.19927	15.6084	72.81620000000001	202.52000999999998	6.66764	5.62736	0.0	0.0	13.70587	0.0	45.46184	31.12053	2.30233	0.0	19.38121	0.0	0.0	1.14273	0.0	0.0	13.06733	6.6586	147.772	0.842072	0.0	5.74019	0.0	0.0	8.15315	46.0873	0.640309	0.0
K00018: glycerate dehydrogenase [EC:1.1.1.29]	3.306915	2.26154	0.0	10.176991	2.268	0.0	0.700763	0.0	0.0	32.3283	9.10095	14.463090000000001	0.0	1.59258	4.72195	0.0	0.0	4.141652	0.0	7.89808	9.00219	1.08891	0.0	8.933	0.0	0.0	0.0	0.0	0.0	2.79246	0.0	0.0	0.0	0.0	5.23763	0.0	0.0	12.96454	0.0	6.210516	0.0
K00019: 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.423925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.7769	0.0	0.0	0.0	0.0
K00020: 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.088	79.7555	0.0	0.0	0.0	0.0	0.0	0.0	4.865264000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00024: malate dehydrogenase [EC:1.1.1.37]	25.50703	16.28219	44.1058	60.47449	129.25703	34.984923	45.51019	0.0	0.0	4.4995	16.5105	27.002171999999998	0.0	42.837941	22.73396	52.5084	2.8796	13.79622	24.955	26.5501	29.869660000000003	104.3289	0.0	2.42726	22.9439	0.0	19.28116	0.0	47.884	49.795925999999994	5.8727	0.0	4.83021	116.33653	4.84955	0.0	44.978	48.88789	0.0	27.539430000000003	0.0
